'Row_Id','Año','Departamento','Genero','Defunciones'
2176,40,31,3,1
2177,40,32,3,0
2178,40,33,3,0
2179,41,1,1,22636
2180,41,2,1,11239
2181,41,3,1,27295
2182,41,4,1,6755
2183,41,5,1,3861
2184,41,6,1,3865
2185,41,7,1,1448
2186,41,8,1,3838
2187,41,9,1,3894
2188,41,10,1,6143
2189,41,11,1,7801
2190,41,12,1,934
2191,41,13,1,4310
2192,41,14,1,1722
2193,41,15,1,3988
2194,41,16,1,3602
2195,41,17,1,5282
2196,41,18,1,6328
2197,41,19,1,2737
2198,41,20,1,4276
2199,41,21,1,8357
2200,41,22,1,3005
2201,41,23,1,5490
2202,41,24,1,19262
2203,41,25,1,764
2204,41,26,1,1003
2205,41,27,1,813
2206,41,28,1,189
2207,41,29,1,191
2208,41,30,1,92
2209,41,31,1,183
2210,41,32,1,59
2211,41,33,1,119
2212,41,1,2,17485
2213,41,2,2,8804
2214,41,3,2,22481
2215,41,4,2,5210
2216,41,5,2,3093
2217,41,6,2,2912
2218,41,7,2,834
2219,41,8,2,2693
2220,41,9,2,2795
2221,41,10,2,4470
2222,41,11,2,5688
2223,41,12,2,637
2224,41,13,2,3269
2225,41,14,2,1235
2226,41,15,2,2960
2227,41,16,2,2316
2228,41,17,2,4023
2229,41,18,2,4403
2230,41,19,2,1880
2231,41,20,2,3328
2232,41,21,2,6347
2233,41,22,2,2209
2234,41,23,2,3889
2235,41,24,2,14272
2236,41,25,2,451
2237,41,26,2,659
2238,41,27,2,462
2239,41,28,2,98
2240,41,29,2,137
2241,41,30,2,52
2242,41,31,2,75
2243,41,32,2,46
2244,41,33,2,75
2245,41,1,3,23
2246,41,2,3,0
2247,41,3,3,7
2248,41,4,3,2
2249,41,5,3,1
2250,41,6,3,6
2251,41,7,3,1
2252,41,8,3,4
2253,41,9,3,1
2254,41,10,3,1
2255,41,11,3,9
2256,41,12,3,2
2257,41,13,3,3
2258,41,14,3,0
2259,41,15,3,5
2260,41,16,3,1
2261,41,17,3,1
2262,41,18,3,4
2263,41,19,3,2
2264,41,20,3,0
2265,41,21,3,1
2266,41,22,3,1
2267,41,23,3,5
2268,41,24,3,1
2269,41,25,3,1
2270,41,26,3,0
2271,41,27,3,1
2272,41,28,3,0
2273,41,29,3,0
2274,41,30,3,0
2275,41,31,3,1
2276,41,32,3,0
2277,41,33,3,0
2278,42,1,1,28201
2279,42,2,1,13101
2280,42,3,1,33194
2281,42,4,1,6730
2282,42,5,1,5075
2283,42,6,1,4777
2284,42,7,1,1424
2285,42,8,1,4629
2286,42,9,1,4643
2287,42,10,1,6392
2288,42,11,1,10377
2289,42,12,1,1139
2290,42,13,1,5228
2291,42,14,1,2061
2292,42,15,1,4803
2293,42,16,1,4394
2294,42,17,1,6016
2295,42,18,1,6819
2296,42,19,1,3165
2297,42,20,1,5007
2298,42,21,1,10646
2299,42,22,1,3368
2300,42,23,1,6593
2301,42,24,1,23175
2302,42,25,1,1000
2303,42,26,1,1490
2304,42,27,1,997
2305,42,28,1,223
2306,42,29,1,190
2307,42,30,1,101
2308,42,31,1,265
2309,42,32,1,47
2310,42,33,1,157
2311,42,1,2,22400
2312,42,2,2,11069
2313,42,3,2,27070
2314,42,4,2,5607
2315,42,5,2,3867
2316,42,6,2,3673
2317,42,7,2,878
2318,42,8,2,3303
2319,42,9,2,3330
2320,42,10,2,4792
2321,42,11,2,7577
2322,42,12,2,823
2323,42,13,2,3782
2324,42,14,2,1573
2325,42,15,2,3795
2326,42,16,2,2890
2327,42,17,2,4711
2328,42,18,2,4795
2329,42,19,2,2362
2330,42,20,2,4078
2331,42,21,2,7898
2332,42,22,2,2488
2333,42,23,2,4726
2334,42,24,2,17530
2335,42,25,2,546
2336,42,26,2,900
2337,42,27,2,535
2338,42,28,2,138
2339,42,29,2,106
2340,42,30,2,72
2341,42,31,2,140
2342,42,32,2,51
2343,42,33,2,91
2344,42,1,3,9
2345,42,2,3,2
2346,42,3,3,12
2347,42,4,3,0
2348,42,5,3,1
2349,42,6,3,6
2350,42,7,3,8
2351,42,8,3,0
2352,42,9,3,2
2353,42,10,3,0
2354,42,11,3,4
2355,42,12,3,0
2356,42,13,3,1
2357,42,14,3,0
2358,42,15,3,2
2359,42,16,3,1
2360,42,17,3,0
2361,42,18,3,1
2362,42,19,3,2
2363,42,20,3,2
2364,42,21,3,1
2365,42,22,3,0
2366,42,23,3,3
2367,42,24,3,5
2368,42,25,3,3
2369,42,26,3,0
2370,42,27,3,0
2371,42,28,3,0
2372,42,29,3,0
2373,42,30,3,1
2374,42,31,3,0
2375,42,32,3,0
2376,42,33,3,0
