'Row_Id','IdAño','IdPais','Inmigrantes'
1637,27,75,6545
1638,28,75,12402
1639,29,75,19774
1640,30,75,31092
1641,31,75,30260
1642,32,75,31961
1643,33,75,31225
1644,34,75,28917
1645,35,75,25198
1646,36,75,25638
1647,37,75,26746
1648,38,75,26976
1649,39,75,29121
1650,41,75,12314
1651,33,221,1
1652,30,245,1
1653,34,245,3
1654,36,245,4
1655,37,245,1
1656,39,245,1
1657,27,249,2
1658,28,249,6
1659,29,249,10
1660,30,249,6
1661,31,249,3
1662,32,249,4
1663,33,249,5
1664,34,249,9
1665,35,249,7
1666,36,249,13
1667,37,249,18
1668,38,249,7
1669,39,249,6
1670,41,249,25
1671,27,247,26
1672,28,247,71
1673,29,247,102
1674,30,247,86
1675,31,247,93
1676,32,247,99
1677,33,247,85
1678,34,247,127
1679,35,247,124
1680,36,247,233
1681,37,247,227
1682,38,247,227
1683,39,247,268
1684,41,247,129
1685,27,248,75
1686,28,248,89
1687,29,248,145
1688,30,248,178
1689,31,248,171
1690,32,248,167
1691,33,248,143
1692,34,248,203
1693,35,248,184
1694,36,248,260
1695,37,248,342
1696,38,248,309
1697,39,248,348
1698,41,248,180
1699,28,241,1
1700,29,241,1
1701,31,241,1
1702,34,241,1
1703,35,241,1
1704,36,241,2
1705,38,241,2
1706,39,241,1
1707,41,241,1
1708,27,251,1
1709,28,251,5
1710,29,251,1
1711,30,251,4
1712,31,251,3
1713,32,251,2
1714,33,251,1
1715,34,251,2
1716,35,251,8
1717,36,251,12
1718,37,251,18
1719,38,251,8
1720,39,251,13
1721,41,251,6
1722,28,258,1
1723,36,258,1
1724,27,261,14
1725,28,261,17
1726,29,261,87
1727,30,261,107
1728,31,261,61
1729,32,261,30
1730,33,261,39
1731,34,261,35
1732,35,261,56
1733,36,261,51
1734,37,261,76
1735,38,261,46
1736,39,261,39
1737,41,261,9
1738,27,70,2
1739,28,70,6
1740,29,70,5
1741,30,70,14
1742,31,70,13
1743,32,70,17
1744,33,70,28
1745,34,70,40
1746,35,70,89
1747,36,70,78
1748,37,70,89
1749,38,70,113
1750,39,70,101
1751,41,70,122
1752,27,262,1
1753,28,262,1
1754,29,262,6
1755,30,262,3
1756,31,262,2
1757,32,262,4
1758,33,262,2
1759,34,262,1
1760,35,262,2
1761,36,262,2
1762,37,262,3
1763,38,262,3
1764,39,262,2
1765,41,262,2
1766,27,265,7
1767,28,265,6
1768,29,265,6
1769,30,265,15
1770,31,265,9
1771,32,265,8
1772,33,265,9
1773,34,265,11
1774,35,265,23
1775,36,265,32
1776,37,265,526
1777,38,265,573
1778,39,265,513
1779,41,265,546
1780,29,264,2
1781,30,264,3
1782,37,264,2
1783,38,264,7
1784,39,264,6
1785,41,264,2
1786,27,135,1
1787,30,135,1
1788,31,135,2
1789,35,135,1
1790,36,135,1
1791,39,135,1
1792,41,135,1
1793,32,268,1
1794,34,268,2
1795,35,268,1
1796,36,268,3
1797,38,268,2
1798,39,268,1
1799,27,267,1
1800,28,267,8
1801,29,267,3
1802,30,267,12
1803,31,267,3
1804,32,267,3
1805,33,267,2
1806,34,267,4
1807,35,267,6
1808,36,267,2
1809,37,267,3
1810,38,267,5
1811,39,267,4
1812,41,267,9
1813,30,160,1
1814,39,160,1
1815,27,68,7
1816,28,68,8
1817,29,68,14
1818,30,68,19
1819,31,68,22
1820,32,68,11
1821,33,68,15
1822,34,68,14
1823,35,68,10
1824,36,68,9
1825,37,68,21
1826,38,68,6
1827,39,68,35
1828,41,68,118
1829,27,213,225
1830,28,213,359
1831,29,213,567
1832,30,213,840
1833,31,213,807
1834,32,213,650
1835,33,213,640
1836,34,213,590
1837,35,213,1271
1838,36,213,2245
1839,37,213,2602
1840,38,213,2645
1841,39,213,2770
1842,41,213,984
1843,29,112,17
1844,30,112,12
1845,31,112,12
1846,32,112,8
1847,33,112,32
1848,34,112,41
1849,37,112,1
1850,38,112,1
1851,29,253,1
1852,36,253,2
1853,37,253,1
1854,38,253,2
1855,39,253,3
1856,41,253,1
1857,26,76,2
1858,27,76,18238
1859,28,76,28915
1860,29,76,35999
1861,30,76,42884
1862,31,76,46739
1863,32,76,39722
1864,33,76,37565
1865,34,76,42815
1866,35,76,46483
1867,36,76,53605
1868,37,76,64215
1869,38,76,65066
1870,39,76,79486
1871,41,76,37410
1872,27,137,1
1873,28,137,2
1874,31,137,1
1875,35,137,1
1876,36,137,3
1877,37,137,2
1878,28,38,1
1879,37,38,1
1880,27,270,165
1881,28,270,188
1882,29,270,125
1883,30,270,141
1884,31,270,113
1885,32,270,118
1886,33,270,140
1887,34,270,168
1888,35,270,145
1889,36,270,187
1890,37,270,313
1891,38,270,559
1892,39,270,757
1893,41,270,308
1894,26,273,4
1895,27,273,12226
1896,28,273,16746
1897,29,273,19991
1898,30,273,21087
1899,31,273,16349
1900,32,273,14025
1901,33,273,21792
1902,34,273,23109
1903,35,273,19805
1904,36,273,26191
1905,37,273,48311
1906,38,273,99955
1907,39,273,177606
1908,41,273,34284
1909,29,276,1
1910,36,276,1
1911,39,276,1
