'Row_Id','IdAño','IdPais','Inmigrantes'
644,35,99,2
645,36,99,1
646,38,99,1
647,39,99,5
648,30,208,2
649,32,208,1
650,41,208,2
651,34,277,1
652,31,83,1
653,36,83,2
654,37,83,1
655,30,85,2
656,31,85,2
657,33,85,1
658,35,85,2
659,39,85,1
660,41,85,2
661,29,84,1
662,30,84,1
663,31,84,1
664,32,84,1
665,28,201,1
666,31,201,2
667,32,201,3
668,34,201,1
669,35,201,5
670,36,201,1
671,37,201,2
672,38,201,1
673,39,201,1
674,27,3,150
675,28,3,271
676,29,3,355
677,30,3,526
678,31,3,1068
679,32,3,2619
680,33,3,2309
681,34,3,2968
682,35,3,2432
683,36,3,2418
684,37,3,2231
685,38,3,2405
686,39,3,2721
687,41,3,1004
688,29,86,2
689,30,86,2
690,32,86,2
691,34,86,1
692,35,86,6
693,36,86,3
694,37,86,1
695,38,86,3
696,39,86,2
697,41,86,3
698,27,87,1
699,36,87,3
700,37,87,1
701,38,87,3
702,39,87,5
703,28,148,2
704,27,89,9
705,28,89,14
706,29,89,9
707,30,89,11
708,31,89,28
709,32,89,8
710,33,89,15
711,34,89,8
712,35,89,9
713,36,89,13
714,37,89,10
715,38,89,10
716,39,89,11
717,41,89,3
718,29,88,23
719,34,88,1
720,35,88,1
721,36,88,1
722,38,88,6
723,39,88,2
724,27,91,1
725,28,91,1
726,30,91,1
727,31,91,4
728,32,91,1
729,33,91,1
730,35,91,5
731,36,91,3
732,38,91,1
733,39,91,4
734,41,91,3
735,27,93,123
736,28,93,184
737,29,93,178
738,30,93,239
739,31,93,244
740,32,93,273
741,33,93,231
742,34,93,316
743,35,93,394
744,36,93,653
745,37,93,814
746,38,93,711
747,39,93,788
748,41,93,392
749,27,95,3
750,28,95,1
751,29,95,5
752,30,95,1
753,31,95,2
754,32,95,1
755,33,95,2
756,34,95,4
757,37,95,1
758,39,95,1
759,27,98,1
760,28,98,2
761,29,98,4
762,30,98,3
763,31,98,3
764,32,98,3
765,33,98,8
766,34,98,4
767,35,98,5
768,36,98,6
769,37,98,5
770,38,98,3
771,39,98,12
772,27,100,5
773,28,100,11
774,29,100,7
775,30,100,11
776,31,100,55
777,32,100,5
778,33,100,12
779,34,100,25
780,35,100,20
781,36,100,31
782,37,100,19
783,38,100,18
784,39,100,8
785,41,100,17
786,35,52,2
787,36,52,1
788,41,52,1
789,27,101,52
790,28,101,105
791,29,101,119
792,30,101,163
793,31,101,150
794,32,101,113
795,33,101,133
796,34,101,123
797,35,101,166
798,36,101,221
799,37,101,231
800,38,101,187
801,39,101,174
802,41,101,110
803,27,102,8
804,28,102,19
805,29,102,9
806,30,102,14
807,31,102,19
808,32,102,15
809,33,102,18
810,34,102,17
811,35,102,24
812,36,102,29
813,37,102,35
814,38,102,32
815,39,102,49
816,41,102,8
817,27,103,1
818,28,103,1
819,29,103,2
820,30,103,4
821,31,103,3
822,32,103,3
823,33,103,2
824,34,103,1
825,35,103,1
826,36,103,3
827,37,103,6
828,38,103,3
829,39,103,14
830,41,103,6
831,27,113,3
832,28,113,1
833,30,113,2
834,31,113,5
835,32,113,4
836,33,113,4
837,34,113,3
838,36,113,7
839,37,113,4
840,38,113,4
841,39,113,4
842,41,113,1
843,27,104,5
844,28,104,11
845,29,104,10
846,30,104,24
847,31,104,26
848,32,104,21
849,33,104,23
850,34,104,49
851,35,104,44
852,36,104,71
853,37,104,64
854,38,104,39
855,39,104,63
856,41,104,31
857,27,105,10
858,28,105,1
859,29,105,3
860,30,105,9
861,31,105,14
862,32,105,20
863,33,105,12
864,34,105,13
865,35,105,16
866,36,105,12
867,37,105,13
868,38,105,7
869,39,105,11
870,41,105,4
871,27,107,1
872,28,107,1
873,29,107,10
874,30,107,5
875,31,107,3
876,32,107,3
877,33,107,2
878,34,107,4
879,35,107,6
880,36,107,4
881,37,107,7
882,38,107,7
883,39,107,9
884,41,107,3
885,27,106,5
886,28,106,1
887,29,106,2
888,30,106,21
889,32,106,1
890,33,106,1
891,37,106,1
892,38,106,2
893,41,106,1
894,27,108,3
895,28,108,8
896,29,108,9
897,30,108,9
898,31,108,5
899,32,108,11
900,33,108,22
901,34,108,16
902,35,108,15
903,36,108,23
904,37,108,22
905,38,108,16
906,39,108,21
907,41,108,16
908,27,139,50
909,28,139,53
910,29,139,117
911,30,139,126
912,31,139,91
913,32,139,106
914,33,139,67
915,34,139,97
916,35,139,99
917,36,139,150
918,37,139,144
919,38,139,152
920,39,139,197
921,41,139,57
922,27,140,252
923,28,140,405
924,29,140,605
925,30,140,794
926,31,140,814
927,32,140,680
928,33,140,665
929,34,140,700
930,35,140,807
931,36,140,1059
932,37,140,1045
933,38,140,890
934,39,140,965
935,41,140,432
936,31,60,1
937,32,60,1
938,34,60,3
939,35,60,10
940,36,60,2
941,37,60,8
942,38,60,14
943,39,60,13
944,41,60,2
945,27,141,19
946,28,141,14
947,29,141,22
948,30,141,51
949,31,141,30
950,32,141,12
951,33,141,43
952,34,141,41
953,35,141,31
954,36,141,50
955,37,141,46
956,38,141,46
957,39,141,46
958,41,141,21
959,27,142,63
960,28,142,74
961,29,142,76
962,30,142,91
963,31,142,54
964,32,142,128
965,33,142,55
966,34,142,48
967,35,142,71
968,36,142,63
969,37,142,76
970,38,142,68
971,39,142,79
972,41,142,37
973,29,145,1
974,33,145,1
975,34,145,2
976,35,145,1
977,37,145,1
978,38,145,1
979,39,145,1
980,27,144,2
981,28,144,1
982,29,144,2
983,31,144,1
984,32,144,4
985,33,144,1
986,34,144,1
987,35,144,9
988,36,144,3
989,37,144,5
990,38,144,8
991,39,144,2
992,41,144,4
993,27,146,1
994,29,146,3
995,30,146,3
996,31,146,1
997,32,146,7
998,33,146,12
999,34,146,2
1000,35,146,5
1001,36,146,7
1002,37,146,9
1003,38,146,10
1004,39,146,12
1005,41,146,3
1006,27,58,2
1007,29,58,2
1008,30,58,4
1009,31,58,6
1010,32,58,3
1011,34,58,1
1012,35,58,1
1013,36,58,1
1014,39,58,1
1015,27,59,14
1016,28,59,8
1017,29,59,20
1018,30,59,23
1019,31,59,21
1020,32,59,33
1021,33,59,18
1022,34,59,9
1023,35,59,30
1024,36,59,30
1025,37,59,33
1026,38,59,21
1027,39,59,32
1028,41,59,21
1029,30,149,1
1030,31,149,5
1031,32,149,2
1032,33,149,3
1033,35,149,6
1034,36,149,4
1035,37,149,3
1036,39,149,1
1037,27,150,1
1038,28,150,27
1039,29,150,5
1040,30,150,7
1041,31,150,12
1042,32,150,3
1043,35,150,1
1044,37,150,1
1045,27,153,48
1046,28,153,27
1047,29,153,14
1048,30,153,33
1049,31,153,16
1050,32,153,23
1051,33,153,26
1052,34,153,33
1053,35,153,32
1054,36,153,35
1055,37,153,31
1056,38,153,28
1057,39,153,29
1058,41,153,12
1059,28,152,1
1060,29,152,2
1061,30,152,1
1062,31,152,1
1063,32,152,2
1064,33,152,2
1065,35,152,2
1066,36,152,1
1067,37,152,1
1068,38,152,1
1069,39,152,1
1070,41,152,1
1071,31,154,1
1072,36,154,1
1073,30,155,7
1074,31,155,4
1075,32,155,5
1076,38,155,2
1077,34,156,1
1078,36,156,1
1079,38,156,1
1080,27,157,1
1081,28,157,3
1082,29,157,6
1083,30,157,6
1084,31,157,3
1085,32,157,2
1086,34,157,2
1087,35,157,4
1088,36,157,5
1089,37,157,3
1090,38,157,2
1091,39,157,3
1092,41,157,3
1093,27,158,1
1094,28,158,3
1095,29,158,1
1096,30,158,1
1097,33,158,4
1098,34,158,3
1099,35,158,3
1100,36,158,6
1101,37,158,5
1102,38,158,9
1103,39,158,9
1104,41,158,4
1105,32,159,1
1106,34,159,1
1107,36,159,1
1108,28,161,1
1109,33,161,5
1110,37,161,1
1111,38,161,1
1112,39,161,1
1113,36,163,1
1114,39,163,1
1115,27,162,4
1116,28,162,1
1117,29,162,2
1118,30,162,10
1119,31,162,10
1120,32,162,7
1121,33,162,10
1122,34,162,20
1123,35,162,25
1124,36,162,46
1125,37,162,24
1126,38,162,8
1127,39,162,20
1128,41,162,3
1129,39,164,1
1130,32,165,3
1131,34,165,1
1132,35,165,1
1133,36,165,1
1134,39,165,3
1135,29,166,2
1136,35,166,2
1137,36,166,2
1138,37,166,7
1139,38,166,7
1140,39,166,8
1141,41,166,13
1142,28,169,1
1143,29,169,2
1144,30,169,4
1145,31,169,34
1146,32,169,9
1147,33,169,2
1148,34,169,7
1149,35,169,2
1150,36,169,2
1151,37,169,1
1152,38,169,4
1153,39,169,1
1154,28,170,1
1155,38,170,1
1156,39,170,1
1157,27,173,925
1158,28,173,1613
1159,29,173,2555
1160,30,173,3065
1161,31,173,3328
1162,32,173,3522
1163,33,173,3478
1164,34,173,5238
1165,35,173,6487
1166,36,173,9099
1167,37,173,10500
1168,38,173,12158
1169,39,173,14083
1170,41,173,7061
1171,27,178,1
1172,28,178,1
1173,29,178,1
1174,31,178,1
1175,32,178,1
1176,34,178,1
1177,35,178,1
1178,41,178,1
1179,36,179,2
1180,27,177,1
1181,32,177,2
1182,35,177,1
1183,37,177,1
1184,38,180,1
1185,28,181,1
1186,27,168,4
1187,28,168,1
1188,29,168,2
1189,30,168,4
1190,31,168,2
1191,32,168,3
1192,33,168,2
1193,34,168,4
1194,35,168,5
1195,36,168,6
1196,37,168,1
1197,38,168,3
1198,39,168,6
1199,41,168,2
1200,27,182,1
1201,30,182,1
1202,31,182,3
1203,32,182,3
1204,34,182,3
1205,36,182,1
1206,37,182,3
1207,39,182,1
1208,41,182,2
1209,29,195,1
1210,31,195,1
1211,32,195,2
1212,33,195,1
1213,34,195,2
1214,36,195,3
1215,38,195,1
1216,41,195,2
1217,37,185,2
1218,37,186,1
1219,38,186,1
1220,30,187,1
1221,31,187,1
1222,32,187,1
1223,33,187,1
1224,36,187,4
1225,39,187,3
1226,27,197,90
1227,28,197,137
1228,29,197,144
1229,30,197,199
1230,31,197,250
1231,32,197,232
1232,33,197,219
1233,34,197,231
1234,35,197,189
1235,36,197,1302
1236,37,197,1529
1237,38,197,1586
1238,39,197,1662
1239,41,197,813
1240,27,9,2
1241,28,9,6
1242,29,9,5
1243,30,9,146
1244,31,9,239
1245,32,9,374
1246,33,9,223
1247,34,9,182
1248,35,9,93
1249,36,9,863
1250,37,9,1260
1251,38,9,925
1252,39,9,960
1253,41,9,121
1254,27,15,704
1255,28,15,1182
1256,29,15,1355
1257,30,15,2039
1258,31,15,2142
1259,32,15,1891
1260,33,15,1670
1261,34,15,1709
1262,35,15,1554
1263,36,15,1923
1264,37,15,2292
1265,38,15,2471
1266,39,15,2648
1267,41,15,803
1268,27,193,1
1269,28,193,3
1270,29,193,1
1271,30,193,6
1272,31,193,1
1273,34,193,2
1274,39,193,1
1275,27,272,5
1276,29,272,3
1277,31,272,2
1278,37,272,1
1279,39,272,1
1280,41,272,1
1281,27,194,2
1282,28,194,3
1283,29,194,5
1284,30,194,14
1285,31,194,10
1286,32,194,13
1287,33,194,22
1288,34,194,28
1289,35,194,22
1290,36,194,49
1291,37,194,51
1292,38,194,63
1293,39,194,87
1294,41,194,24
1295,27,188,24
1296,28,188,46
1297,29,188,49
1298,30,188,56
1299,31,188,92
1300,32,188,71
1301,33,188,47
1302,34,188,43
1303,35,188,52
1304,36,188,74
1305,37,188,114
1306,38,188,116
1307,39,188,156
1308,41,188,42
1309,28,189,2
1310,29,189,2
1311,35,189,1
1312,36,189,1
1313,27,190,1
1314,28,190,3
1315,29,190,5
1316,30,190,6
1317,31,190,5
1318,32,190,3
1319,33,190,1
1320,35,190,3
1321,36,190,1
1322,37,190,3
1323,38,190,3
1324,39,190,6
1325,41,190,1
1326,33,191,1
1327,27,192,16
1328,28,192,27
1329,29,192,39
1330,30,192,48
1331,31,192,45
1332,32,192,36
1333,33,192,33
1334,34,192,36
1335,35,192,41
1336,36,192,61
1337,37,192,74
1338,38,192,55
1339,39,192,68
1340,41,192,31
1341,31,127,1
1342,33,130,1
1343,30,199,1
1344,32,199,1
1345,33,199,1
1346,35,199,1
1347,36,199,1
1348,37,199,4
1349,39,199,1
1350,41,199,2
1351,26,202,56
1352,27,202,4439
1353,28,202,8980
1354,29,202,11043
1355,30,202,12145
1356,31,202,13694
1357,32,202,14868
1358,33,202,15959
1359,34,202,17416
1360,35,202,21131
1361,36,202,22850
1362,37,202,26139
1363,38,202,27535
1364,39,202,27831
1365,41,202,12882
1366,29,203,1
1367,33,203,1
1368,34,203,1
1369,35,203,1
1370,36,203,1
1371,38,203,2
1372,39,203,1
1373,27,204,20
1374,28,204,18
1375,29,204,47
1376,30,204,67
1377,31,204,67
1378,32,204,63
1379,33,204,71
1380,34,204,75
1381,35,204,126
1382,36,204,184
1383,37,204,216
1384,38,204,218
1385,39,204,289
1386,41,204,271
1387,27,206,1079
1388,28,206,2520
1389,29,206,3940
1390,30,206,5593
1391,31,206,6315
1392,32,206,5977
1393,33,206,5917
1394,34,206,7033
1395,35,206,7835
1396,36,206,8210
1397,37,206,9650
1398,38,206,10198
1399,39,206,12350
1400,41,206,5575
1401,27,80,27
1402,28,80,26
1403,29,80,34
1404,30,80,34
1405,31,80,31
1406,32,80,22
1407,33,80,15
1408,34,80,17
1409,35,80,10
1410,36,80,15
1411,37,80,13
1412,38,80,4
1413,39,80,26
1414,41,80,6
1415,27,209,4
1416,28,209,7
1417,29,209,10
1418,30,209,25
1419,31,209,19
1420,32,209,24
1421,33,209,11
1422,34,209,6
1423,35,209,12
1424,36,209,17
1425,37,209,15
1426,38,209,8
1427,39,209,17
1428,41,209,13
1429,27,210,11
1430,28,210,10
1431,29,210,35
1432,30,210,48
1433,31,210,57
1434,32,210,41
1435,33,210,38
1436,34,210,60
1437,35,210,958
1438,36,210,973
1439,37,210,178
1440,38,210,84
1441,39,210,97
1442,41,210,70
1443,31,97,1
1444,33,97,1
1445,38,97,4
1446,39,97,3
1447,27,211,118
1448,28,211,188
1449,29,211,223
1450,30,211,247
1451,31,211,374
1452,32,211,282
1453,33,211,247
1454,34,211,444
1455,35,211,620
1456,36,211,757
1457,37,211,2018
1458,38,211,2485
1459,39,211,3746
1460,41,211,738
1461,28,212,1
1462,29,212,1
1463,30,212,1
1464,31,212,1
1465,33,212,2
1466,34,212,5
1467,35,212,3
1468,36,212,5
1469,37,212,10
1470,38,212,7
1471,39,212,5
1472,41,212,14
1473,30,217,1
1474,38,217,2
1475,27,219,2
1476,28,219,8
1477,29,219,14
1478,30,219,8
1479,31,219,4
1480,32,219,5
1481,33,219,3
1482,34,219,7
1483,35,219,2
1484,36,219,7
1485,37,219,10
1486,38,219,3
1487,39,219,6
1488,41,219,4
1489,27,220,18
1490,28,220,20
1491,29,220,33
1492,30,220,39
1493,31,220,49
1494,32,220,38
1495,33,220,35
1496,34,220,43
1497,35,220,67
1498,36,220,78
1499,37,220,73
1500,38,220,78
1501,39,220,132
1502,41,220,94
1503,32,218,1
1504,41,218,2
1505,38,231,1
1506,39,231,1
1507,28,225,1
1508,32,225,1
1509,33,225,1
1510,36,225,1
1511,39,225,1
1512,41,6,2
1513,28,232,1
1514,29,232,2
1515,30,232,3
1516,32,232,1
1517,33,232,3
1518,36,232,2
1519,37,232,3
1520,38,232,1
1521,39,232,9
1522,41,232,4
1523,32,229,1
1524,29,230,2
1525,30,230,1
1526,31,230,1
1527,32,230,3
1528,33,230,1
1529,35,230,2
1530,36,230,1
1531,37,230,2
1532,39,230,3
1533,41,230,1
1534,29,226,1
1535,31,226,1
1536,32,226,1
1537,34,226,1
1538,35,226,1
1539,36,226,1
1540,33,234,1
1541,36,234,1
1542,27,10,4
1543,29,10,1
1544,30,10,4
1545,31,10,2
1546,32,10,7
1547,33,10,5
1548,34,10,8
1549,35,10,4
1550,36,10,14
1551,37,10,14
1552,38,10,9
1553,39,10,10
1554,41,10,9
1555,30,235,1
1556,35,235,2
1557,36,235,1
1558,37,235,7
1559,38,235,2
1560,39,235,5
1561,41,235,1
1562,28,237,2
1563,30,237,1
1564,31,237,1
1565,32,237,3
1566,34,237,1
1567,37,237,1
1568,38,237,3
1569,39,237,5
1570,41,237,1
1571,37,239,2
1572,39,239,1
1573,27,240,4
1574,28,240,5
1575,29,240,3
1576,30,240,2
1577,31,240,3
1578,32,240,4
1579,33,240,7
1580,34,240,4
1581,35,240,16
1582,36,240,16
1583,37,240,6
1584,38,240,13
1585,39,240,13
1586,41,240,3
1587,28,73,3
1588,29,73,5
1589,30,73,5
1590,31,73,4
1591,32,73,7
1592,33,73,3
1593,34,73,2
1594,35,73,2
1595,36,73,2
1596,37,73,5
1597,38,73,6
1598,39,73,1
1599,41,73,3
1600,27,274,3
1601,29,274,1
1602,33,274,1
1603,35,274,1
1604,36,274,7
1605,37,274,6
1606,38,274,4
1607,39,274,5
1608,41,274,3
1609,27,74,2
1610,28,74,3
1611,29,74,14
1612,30,74,16
1613,31,74,11
1614,32,74,8
1615,33,74,7
1616,34,74,4
1617,35,74,5
1618,37,74,4
1619,38,74,1
1620,39,74,10
1621,41,74,2
1622,38,242,1
1623,27,244,3
1624,28,244,7
1625,29,244,5
1626,30,244,6
1627,31,244,1
1628,32,244,6
1629,33,244,9
1630,34,244,6
1631,35,244,9
1632,36,244,14
1633,37,244,13
1634,38,244,4
1635,39,244,10
1636,41,244,4
