'Row_Id','AÑO','DEPARTAMENTO','GENERO','CANTIDAD'
1,19,2,1,19670
2,19,3,1,71409
3,19,4,1,14517
4,19,5,1,11031
5,19,6,1,9101
6,19,7,1,3049
7,19,8,1,9618
8,19,9,1,7408
9,19,10,1,11639
10,19,11,1,14126
11,19,12,1,1650
12,19,13,1,10295
13,19,14,1,4774
14,19,15,1,8482
15,19,16,1,7068
16,19,17,1,10242
17,19,18,1,11786
18,19,19,1,4849
19,19,20,1,8499
20,19,21,1,17871
21,19,22,1,5506
22,19,23,1,13184
23,19,24,1,33199
24,19,25,1,2710
25,19,26,1,2377
26,19,27,1,1641
27,19,28,1,583
28,19,29,1,625
29,19,30,1,248
30,19,31,1,658
31,19,32,1,159
32,19,33,1,406
33,19,1,2,48767
34,19,2,2,18710
35,19,3,2,67867
36,19,4,2,13680
37,19,5,2,10823
38,19,6,2,8747
39,19,7,2,2799
40,19,8,2,9385
41,19,9,2,6867
42,19,10,2,10922
43,19,11,2,13464
44,19,12,2,1516
